Customer ID,Segment,Acquisition Channel,Join Date,Last Order Date,Days Since Last Order,Total Orders,Lifetime Value ($),Avg Order Value ($),Preferred Category,Email Subscriber,Discount Sensitivity,NPS Score,Region,Age Group
CUST-1197,Deal Hunter,Email Campaign,2019-05-03,2023-06-28,187,20,578.81,76.05,Apparel,Yes,Medium,2,UK,55+
CUST-1198,New Customer,Organic Search,2023-03-10,2023-03-12,295,1,47.4,37.97,Apparel,Yes,High,0,Canada,45-54
CUST-1199,Deal Hunter,Influencer,2019-06-01,2023-09-02,121,6,450.7,63.14,Apparel,Yes,Low,5,Southeast,18-24
CUST-1200,Occasional Buyer,Paid Social,2021-05-02,2023-03-18,289,4,158.11,133.11,Beauty & Personal Care,No,Low,8,Canada,35-44
CUST-1201,New Customer,Organic Search,2022-08-13,2023-12-22,10,2,113.93,55.52,Home & Kitchen,Yes,Low,0,Canada,18-24
CUST-1202,At-Risk Churner,Direct,2021-03-22,2023-08-05,149,8,135.55,52.83,Beauty & Personal Care,No,High,4,West,55+
CUST-1203,Deal Hunter,Referral,2019-07-08,2023-09-25,98,12,311.84,37.84,Apparel,No,Low,6,West,18-24
CUST-1204,Occasional Buyer,Organic Search,2022-02-19,2023-11-06,56,9,269.4,124.6,Beauty & Personal Care,Yes,Medium,10,Canada,45-54
CUST-1205,New Customer,Email Campaign,2021-05-18,2023-04-10,266,1,27.11,49.72,Electronics,Yes,Low,5,West,35-44
CUST-1206,Loyal High-Value,Influencer,2019-05-14,2023-04-19,257,19,1420.86,208.31,Electronics,Yes,Low,8,Southeast,18-24
CUST-1207,Occasional Buyer,Referral,2019-04-02,2023-10-16,77,7,205.28,107.01,Electronics,Yes,Medium,1,Midwest,18-24
CUST-1208,Deal Hunter,Direct,2020-10-06,2023-07-20,165,14,579.37,55.01,Home & Kitchen,Yes,High,10,Northeast,35-44
CUST-1209,New Customer,Referral,2019-02-18,2023-10-28,65,1,85.28,82.0,Beauty & Personal Care,No,Low,4,Southeast,25-34
CUST-1210,Dormant,Paid Social,2023-01-11,2023-04-29,247,4,43.39,57.56,Apparel,No,Low,8,West,55+
CUST-1211,Dormant,Email Campaign,2023-05-28,2023-03-09,298,5,188.14,40.48,Home & Kitchen,Yes,High,6,Northeast,45-54
CUST-1212,Occasional Buyer,Direct,2019-11-09,2023-10-18,75,6,798.06,110.69,Beauty & Personal Care,Yes,Low,2,UK,35-44
CUST-1213,At-Risk Churner,Organic Search,2019-06-28,2023-09-13,110,8,390.06,102.52,Beauty & Personal Care,Yes,Low,4,Southeast,18-24
CUST-1214,Deal Hunter,Email Campaign,2022-12-26,2023-08-24,130,16,276.68,33.56,Beauty & Personal Care,Yes,Medium,10,Southeast,18-24
CUST-1215,At-Risk Churner,Influencer,2021-04-01,2023-07-29,156,5,92.67,108.72,Apparel,Yes,Medium,8,UK,55+
CUST-1216,Deal Hunter,Direct,2021-07-10,2023-05-15,231,16,141.75,50.66,Electronics,No,High,0,Canada,25-34
CUST-1217,Dormant,Paid Social,2020-08-18,2023-07-12,173,5,31.35,71.18,Sports & Outdoors,Yes,Low,3,Southwest,45-54
CUST-1218,Dormant,Organic Search,2021-12-31,2023-08-27,127,1,89.32,48.11,Electronics,Yes,High,1,Southwest,45-54
CUST-1219,Occasional Buyer,Paid Social,2022-05-22,2023-09-06,117,9,363.67,81.73,Beauty & Personal Care,Yes,Medium,7,Northeast,55+
CUST-1220,Occasional Buyer,Influencer,2022-03-09,2023-01-17,349,10,244.58,71.35,Beauty & Personal Care,Yes,Medium,6,Southwest,25-34
CUST-1221,Loyal High-Value,Email Campaign,2022-11-01,2023-08-05,149,18,2709.65,290.53,Home & Kitchen,No,Low,1,Southeast,18-24
CUST-1222,Deal Hunter,Influencer,2021-07-13,2023-08-03,151,17,140.85,73.69,Apparel,No,Medium,2,UK,18-24
CUST-1223,Loyal High-Value,Paid Social,2023-03-23,2023-06-02,213,40,2783.61,168.4,Apparel,Yes,Medium,7,Southwest,55+
CUST-1224,Dormant,Referral,2022-11-20,2023-10-20,73,2,194.15,46.21,Electronics,No,High,3,Northeast,55+
CUST-1225,At-Risk Churner,Organic Search,2023-02-12,2023-06-12,203,3,183.59,118.91,Apparel,Yes,Low,7,UK,35-44
CUST-1226,Loyal High-Value,Referral,2021-12-02,2023-01-02,364,37,2933.95,181.28,Apparel,No,Medium,10,West,18-24
CUST-1227,Loyal High-Value,Paid Social,2022-11-27,2023-10-07,86,18,2440.56,137.53,Sports & Outdoors,Yes,Low,5,Southeast,25-34
CUST-1228,Dormant,Email Campaign,2021-01-15,2023-01-09,357,5,192.37,42.22,Home & Kitchen,No,Low,7,Canada,45-54
CUST-1229,New Customer,Email Campaign,2021-05-22,2023-09-25,98,2,65.72,86.25,Electronics,Yes,Medium,6,Midwest,25-34
CUST-1230,At-Risk Churner,Direct,2020-08-06,2023-12-04,28,6,132.05,74.87,Beauty & Personal Care,No,Medium,9,UK,18-24
CUST-1231,Loyal High-Value,Referral,2019-02-03,2023-11-12,50,37,2641.92,117.93,Electronics,Yes,High,9,West,18-24
CUST-1232,Dormant,Referral,2022-09-29,2023-05-29,217,4,115.57,68.35,Apparel,Yes,Medium,8,Southwest,18-24
CUST-1233,Occasional Buyer,Referral,2023-06-14,2023-08-26,128,10,767.86,85.06,Beauty & Personal Care,Yes,Medium,3,West,35-44
CUST-1234,Deal Hunter,Paid Social,2021-04-29,2023-12-11,21,13,253.7,75.13,Electronics,Yes,Low,0,Northeast,25-34
CUST-1235,Deal Hunter,Influencer,2021-05-30,2023-05-04,242,15,267.54,77.96,Beauty & Personal Care,Yes,High,10,Southwest,18-24
CUST-1236,At-Risk Churner,Referral,2023-01-31,2023-03-30,277,5,121.24,90.9,Home & Kitchen,No,Low,6,Southeast,18-24
CUST-1237,Dormant,Direct,2023-05-26,2023-07-20,165,2,115.72,57.89,Home & Kitchen,No,Low,5,Southeast,18-24
CUST-1238,Loyal High-Value,Organic Search,2022-04-30,2023-03-20,287,12,1762.33,225.78,Sports & Outdoors,No,High,1,West,45-54
CUST-1239,Loyal High-Value,Email Campaign,2022-07-23,2023-11-20,42,35,2415.17,296.68,Apparel,Yes,High,3,Midwest,25-34
CUST-1240,At-Risk Churner,Email Campaign,2023-05-29,2023-07-13,172,8,158.48,102.4,Electronics,Yes,Low,2,Canada,18-24
CUST-1241,Dormant,Organic Search,2022-05-05,2023-03-04,303,5,177.38,26.66,Apparel,Yes,Medium,2,Northeast,18-24
CUST-1242,New Customer,Organic Search,2019-07-26,2023-09-09,114,2,138.65,36.64,Beauty & Personal Care,Yes,Medium,10,Northeast,25-34
CUST-1243,Dormant,Paid Social,2021-07-12,2023-03-24,283,4,93.79,38.82,Home & Kitchen,Yes,Low,10,West,55+
CUST-1244,Loyal High-Value,Influencer,2021-09-18,2023-11-11,51,15,2947.01,298.75,Sports & Outdoors,Yes,Low,8,Canada,35-44
CUST-1245,Loyal High-Value,Paid Social,2021-11-26,2023-09-20,103,18,2133.44,207.19,Apparel,Yes,Low,3,Northeast,35-44
CUST-1246,Occasional Buyer,Email Campaign,2019-09-17,2023-05-18,228,6,204.24,119.16,Beauty & Personal Care,Yes,Low,5,Canada,55+
CUST-1247,Dormant,Referral,2021-06-12,2023-09-20,103,3,109.4,68.54,Apparel,Yes,Low,3,Canada,35-44
CUST-1248,New Customer,Paid Social,2020-09-30,2023-03-26,281,1,95.87,81.32,Beauty & Personal Care,Yes,Medium,6,West,35-44
CUST-1249,Deal Hunter,Email Campaign,2022-03-07,2023-06-30,185,8,403.65,51.47,Electronics,Yes,Low,0,West,35-44
CUST-1250,At-Risk Churner,Email Campaign,2022-08-14,2023-09-29,94,5,173.91,106.13,Beauty & Personal Care,Yes,Low,2,UK,35-44
CUST-1251,New Customer,Email Campaign,2022-09-07,2023-07-10,175,1,66.51,25.81,Apparel,Yes,Low,0,Midwest,18-24
CUST-1252,Dormant,Influencer,2020-10-20,2023-04-30,246,3,66.34,54.05,Electronics,Yes,Medium,9,Southeast,55+
CUST-1253,Occasional Buyer,Organic Search,2023-07-12,2023-12-10,22,4,514.62,121.63,Sports & Outdoors,No,Medium,10,UK,45-54
CUST-1254,Deal Hunter,Organic Search,2021-10-08,2023-09-13,110,15,199.08,32.48,Home & Kitchen,Yes,Low,1,Southwest,25-34
CUST-1255,At-Risk Churner,Organic Search,2019-02-13,2023-05-26,220,4,269.17,58.91,Sports & Outdoors,Yes,Medium,4,Southeast,45-54
CUST-1256,Loyal High-Value,Organic Search,2020-11-21,2023-11-27,35,40,1973.63,205.5,Electronics,Yes,Low,6,Canada,35-44
CUST-1257,Deal Hunter,Referral,2022-02-13,2023-06-10,205,15,476.85,50.02,Sports & Outdoors,Yes,Medium,4,Canada,45-54
CUST-1258,New Customer,Paid Social,2019-07-30,2023-01-15,351,1,129.6,95.02,Electronics,Yes,Low,1,Midwest,45-54
CUST-1259,Occasional Buyer,Influencer,2023-07-22,2023-07-08,177,5,207.21,122.41,Electronics,No,Low,4,UK,18-24
CUST-1260,Loyal High-Value,Influencer,2020-11-05,2023-12-19,13,13,2883.72,115.01,Beauty & Personal Care,Yes,High,2,Southeast,55+
CUST-1261,New Customer,Referral,2023-03-23,2023-10-27,66,1,36.42,88.95,Beauty & Personal Care,No,Low,8,West,25-34
CUST-1262,At-Risk Churner,Paid Social,2020-10-21,2023-09-05,118,5,291.61,118.11,Electronics,Yes,Medium,1,Midwest,55+
CUST-1263,Occasional Buyer,Paid Social,2021-10-09,2023-01-31,335,6,601.73,57.51,Electronics,No,Low,7,UK,45-54
CUST-1264,Occasional Buyer,Influencer,2022-04-24,2023-09-28,95,10,217.95,70.87,Home & Kitchen,Yes,High,7,Canada,25-34
CUST-1265,At-Risk Churner,Referral,2021-01-14,2023-07-17,168,2,372.52,57.5,Sports & Outdoors,No,Low,6,Southeast,18-24
CUST-1266,Deal Hunter,Direct,2023-11-17,2023-10-23,70,18,182.1,45.36,Electronics,Yes,Medium,1,Canada,18-24
CUST-1267,Occasional Buyer,Direct,2019-02-28,2023-09-01,122,3,731.16,68.7,Sports & Outdoors,Yes,Medium,4,Northeast,55+
CUST-1268,Loyal High-Value,Influencer,2021-10-25,2023-08-09,145,23,1749.24,130.12,Home & Kitchen,Yes,Medium,4,Midwest,18-24
CUST-1269,Loyal High-Value,Paid Social,2020-02-02,2023-05-31,215,32,1641.55,285.6,Beauty & Personal Care,Yes,High,4,West,55+
CUST-1270,New Customer,Paid Social,2020-05-24,2023-02-26,309,2,34.19,23.99,Electronics,Yes,Low,9,Midwest,25-34
CUST-1271,Loyal High-Value,Direct,2022-06-24,2023-12-25,7,29,1022.27,145.29,Beauty & Personal Care,Yes,Medium,1,Southeast,35-44
CUST-1272,New Customer,Direct,2022-07-28,2023-05-28,218,1,42.23,36.29,Sports & Outdoors,Yes,High,0,Northeast,25-34
CUST-1273,At-Risk Churner,Paid Social,2023-10-13,2023-12-19,13,7,279.08,99.13,Apparel,Yes,High,1,Southeast,25-34
CUST-1274,Deal Hunter,Email Campaign,2021-08-29,2023-08-08,146,19,170.92,30.64,Electronics,Yes,Medium,1,Southeast,18-24
CUST-1275,At-Risk Churner,Referral,2021-09-27,2023-05-07,239,4,390.25,86.65,Electronics,Yes,Low,9,Canada,35-44
CUST-1276,Occasional Buyer,Organic Search,2023-05-07,2023-02-18,317,11,477.05,125.5,Home & Kitchen,No,Medium,7,Southwest,35-44
CUST-1277,At-Risk Churner,Email Campaign,2021-07-28,2023-01-07,359,4,292.29,60.28,Home & Kitchen,No,Medium,8,UK,55+
CUST-1278,New Customer,Paid Social,2022-08-03,2023-01-11,355,1,55.09,61.54,Beauty & Personal Care,Yes,High,2,Midwest,45-54
CUST-1279,Loyal High-Value,Paid Social,2021-06-01,2023-07-04,181,19,2070.69,239.16,Electronics,Yes,Medium,10,Northeast,35-44
CUST-1280,Dormant,Paid Social,2023-11-30,2023-09-27,96,5,182.87,46.96,Home & Kitchen,No,Medium,5,Southwest,55+
CUST-1281,New Customer,Email Campaign,2021-12-01,2023-12-26,6,2,60.21,23.29,Sports & Outdoors,Yes,Medium,7,West,35-44
CUST-1282,Deal Hunter,Referral,2022-11-04,2023-03-17,290,8,584.73,54.95,Apparel,No,Medium,9,West,25-34
CUST-1283,Deal Hunter,Organic Search,2019-02-01,2023-08-21,133,20,244.13,69.99,Apparel,Yes,High,1,Northeast,45-54
CUST-1284,Deal Hunter,Email Campaign,2019-01-02,2023-01-26,340,5,315.16,63.01,Apparel,Yes,Medium,8,Canada,55+
CUST-1285,Occasional Buyer,Referral,2023-02-10,2023-04-11,265,4,613.58,64.26,Sports & Outdoors,Yes,Medium,3,Northeast,45-54
CUST-1286,Deal Hunter,Organic Search,2021-05-15,2023-07-24,161,12,505.85,61.85,Home & Kitchen,Yes,High,4,Southeast,55+
CUST-1287,New Customer,Email Campaign,2023-04-22,2023-04-13,263,2,124.57,31.13,Apparel,Yes,High,3,Midwest,35-44
CUST-1288,Loyal High-Value,Referral,2022-01-22,2023-04-04,272,21,2046.66,225.66,Beauty & Personal Care,Yes,Low,8,Southwest,35-44
CUST-1289,At-Risk Churner,Referral,2021-05-25,2023-08-27,127,7,308.03,77.47,Beauty & Personal Care,Yes,Low,8,Northeast,45-54
CUST-1290,Loyal High-Value,Influencer,2023-05-31,2023-05-05,241,36,1109.29,281.37,Sports & Outdoors,Yes,Low,9,West,55+
CUST-1291,Deal Hunter,Organic Search,2021-04-05,2023-12-10,22,6,477.67,49.63,Beauty & Personal Care,No,Medium,0,Northeast,18-24
CUST-1292,Deal Hunter,Referral,2020-08-18,2023-10-17,76,8,266.74,34.87,Home & Kitchen,Yes,Low,9,Canada,55+
CUST-1293,Dormant,Paid Social,2022-02-25,2023-09-11,112,1,149.27,50.98,Apparel,No,High,2,Midwest,35-44
CUST-1294,Dormant,Organic Search,2020-02-16,2023-02-28,307,1,166.95,57.42,Electronics,Yes,High,1,West,18-24
CUST-1295,Occasional Buyer,Referral,2021-11-01,2023-08-16,138,6,217.34,52.47,Electronics,Yes,Medium,6,Southwest,25-34
CUST-1296,Occasional Buyer,Influencer,2021-06-18,2023-12-03,29,11,319.18,111.28,Electronics,Yes,Low,10,Northeast,25-34
CUST-1297,Occasional Buyer,Referral,2022-01-24,2023-04-13,263,6,261.0,124.17,Beauty & Personal Care,Yes,Medium,10,Northeast,55+
CUST-1298,New Customer,Referral,2022-11-29,2023-02-24,311,2,106.8,51.3,Beauty & Personal Care,Yes,Low,0,Midwest,45-54
CUST-1299,Loyal High-Value,Direct,2019-03-11,2023-11-27,35,30,1656.74,216.11,Sports & Outdoors,Yes,Low,5,Southeast,45-54
CUST-1300,Dormant,Influencer,2021-01-02,2023-09-14,109,4,77.07,78.91,Apparel,Yes,High,8,Southwest,55+
CUST-1301,Loyal High-Value,Email Campaign,2023-01-12,2023-10-16,77,17,2243.02,170.37,Beauty & Personal Care,No,Low,4,UK,35-44
CUST-1302,New Customer,Influencer,2021-02-10,2023-08-30,124,1,139.1,71.61,Apparel,No,High,8,UK,55+
CUST-1303,Deal Hunter,Influencer,2022-04-04,2023-06-28,187,9,448.88,59.44,Sports & Outdoors,Yes,Low,0,Northeast,25-34
CUST-1304,Occasional Buyer,Email Campaign,2022-10-23,2023-09-01,122,4,582.42,99.94,Apparel,No,Low,1,Southeast,45-54
CUST-1305,New Customer,Referral,2019-03-18,2023-02-07,328,1,28.05,40.04,Home & Kitchen,No,High,0,Southeast,35-44
CUST-1306,Loyal High-Value,Influencer,2022-07-29,2023-10-21,72,34,1788.92,126.64,Apparel,Yes,Medium,7,Southwest,35-44
CUST-1307,Occasional Buyer,Organic Search,2021-12-18,2023-04-09,267,6,632.4,93.41,Sports & Outdoors,Yes,High,10,Northeast,25-34
CUST-1308,Loyal High-Value,Influencer,2023-05-05,2023-07-28,157,37,1109.24,101.05,Sports & Outdoors,Yes,Medium,2,Canada,55+
CUST-1309,New Customer,Email Campaign,2021-08-28,2023-09-14,109,1,128.21,65.63,Home & Kitchen,No,High,2,UK,18-24
CUST-1310,New Customer,Paid Social,2022-03-11,2023-02-10,325,2,101.31,89.92,Sports & Outdoors,Yes,Low,1,Southwest,25-34
CUST-1311,Loyal High-Value,Email Campaign,2023-08-10,2023-05-29,217,31,1989.18,104.51,Beauty & Personal Care,No,Medium,1,UK,25-34
CUST-1312,Deal Hunter,Influencer,2021-11-26,2023-11-09,53,7,367.21,42.07,Home & Kitchen,Yes,High,0,West,18-24
CUST-1313,At-Risk Churner,Organic Search,2022-08-30,2023-01-16,350,5,379.82,118.79,Home & Kitchen,Yes,Medium,3,Midwest,18-24
CUST-1314,Occasional Buyer,Organic Search,2023-04-01,2023-12-06,26,6,505.61,123.39,Apparel,Yes,Low,9,West,18-24
CUST-1315,Deal Hunter,Influencer,2022-06-08,2023-02-11,324,7,574.95,59.91,Beauty & Personal Care,Yes,Medium,0,Northeast,18-24
CUST-1316,New Customer,Organic Search,2020-09-13,2023-04-27,249,1,104.54,54.52,Electronics,Yes,Low,8,West,45-54
CUST-1317,Dormant,Direct,2023-04-18,2023-07-13,172,1,123.92,23.13,Apparel,Yes,High,6,West,25-34
CUST-1318,Loyal High-Value,Paid Social,2021-01-23,2023-06-30,185,26,1059.58,223.13,Home & Kitchen,Yes,Low,3,Southeast,18-24
CUST-1319,At-Risk Churner,Influencer,2023-07-13,2023-10-02,91,2,152.68,99.8,Electronics,Yes,High,3,UK,18-24
CUST-1320,Loyal High-Value,Email Campaign,2019-03-31,2023-06-10,205,13,1078.77,136.12,Sports & Outdoors,No,Low,4,Southeast,55+
CUST-1321,New Customer,Influencer,2019-06-06,2023-05-09,237,2,105.49,72.53,Apparel,Yes,High,5,UK,25-34
CUST-1322,New Customer,Paid Social,2020-08-22,2023-12-01,31,2,142.39,82.42,Sports & Outdoors,Yes,Medium,8,West,18-24
CUST-1323,Loyal High-Value,Email Campaign,2022-06-27,2023-09-06,117,23,2780.94,241.1,Electronics,Yes,Low,8,Southeast,35-44
CUST-1324,Dormant,Organic Search,2023-07-30,2023-03-14,293,5,65.83,42.34,Apparel,No,Medium,10,UK,45-54
CUST-1325,Loyal High-Value,Referral,2020-07-23,2023-10-29,64,12,1897.6,106.75,Home & Kitchen,Yes,Low,4,UK,55+
CUST-1326,New Customer,Paid Social,2021-06-28,2023-01-23,343,2,22.45,50.61,Apparel,Yes,Low,10,Southwest,55+
CUST-1327,Loyal High-Value,Influencer,2020-12-13,2023-01-14,352,33,1471.33,208.31,Home & Kitchen,Yes,High,3,UK,18-24
CUST-1328,Deal Hunter,Organic Search,2023-02-15,2023-01-30,336,18,532.87,69.13,Sports & Outdoors,Yes,High,10,Midwest,55+
CUST-1329,New Customer,Paid Social,2021-11-28,2023-05-14,232,2,94.44,65.46,Beauty & Personal Care,Yes,High,3,Southeast,18-24
CUST-1330,Deal Hunter,Email Campaign,2022-01-16,2023-06-01,214,13,142.77,42.5,Sports & Outdoors,Yes,Low,9,Midwest,35-44
CUST-1331,Deal Hunter,Organic Search,2022-05-30,2023-01-07,359,13,491.21,70.51,Home & Kitchen,No,High,5,UK,35-44
CUST-1332,Occasional Buyer,Email Campaign,2021-08-13,2023-01-19,347,10,450.77,93.99,Beauty & Personal Care,No,High,3,Southwest,18-24
CUST-1333,At-Risk Churner,Referral,2020-10-05,2023-02-02,333,2,168.46,88.83,Apparel,Yes,Medium,4,UK,45-54
CUST-1334,Occasional Buyer,Organic Search,2022-06-19,2023-12-02,30,6,559.72,64.69,Apparel,Yes,High,0,Southeast,55+
CUST-1335,New Customer,Email Campaign,2019-05-05,2023-05-13,233,2,25.45,77.39,Electronics,No,Medium,8,Canada,18-24
CUST-1336,At-Risk Churner,Influencer,2021-06-27,2023-02-27,308,3,191.91,46.2,Electronics,Yes,Low,5,West,35-44
CUST-1337,Dormant,Organic Search,2020-08-02,2023-03-15,292,4,42.14,45.59,Home & Kitchen,No,Medium,5,Southwest,35-44
CUST-1338,New Customer,Paid Social,2019-04-02,2023-05-29,217,2,100.85,32.83,Sports & Outdoors,Yes,Low,9,Southeast,35-44
CUST-1339,At-Risk Churner,Email Campaign,2022-04-05,2023-12-31,1,7,329.88,80.65,Apparel,Yes,High,0,Canada,25-34
CUST-1340,New Customer,Influencer,2020-04-04,2023-10-17,76,1,144.17,96.69,Sports & Outdoors,No,High,6,West,18-24
CUST-1341,At-Risk Churner,Referral,2021-12-10,2023-09-24,99,8,96.46,77.79,Home & Kitchen,Yes,Low,9,Midwest,25-34
CUST-1342,Deal Hunter,Email Campaign,2020-04-17,2023-08-22,132,12,499.5,78.87,Electronics,No,Low,7,Canada,45-54
CUST-1343,Deal Hunter,Referral,2021-01-11,2023-12-01,31,7,275.99,55.28,Sports & Outdoors,Yes,Medium,6,Southeast,55+
CUST-1344,Occasional Buyer,Direct,2022-10-12,2023-10-27,66,11,309.21,140.93,Apparel,No,Medium,4,Midwest,35-44
CUST-1345,Loyal High-Value,Referral,2019-10-31,2023-10-22,71,14,1698.71,201.01,Apparel,Yes,Medium,0,Southeast,18-24
CUST-1346,New Customer,Paid Social,2021-08-20,2023-02-21,314,2,119.52,76.91,Electronics,Yes,Low,2,Northeast,25-34
CUST-1347,At-Risk Churner,Paid Social,2021-05-14,2023-07-01,184,8,249.38,71.05,Beauty & Personal Care,No,High,3,Canada,35-44
CUST-1348,Loyal High-Value,Influencer,2022-04-26,2023-11-08,54,22,2774.34,279.67,Electronics,No,Low,1,Canada,35-44
CUST-1349,New Customer,Referral,2021-06-11,2023-05-29,217,2,102.01,79.26,Apparel,No,Low,9,UK,55+
CUST-1350,Loyal High-Value,Direct,2021-01-27,2023-12-12,20,16,2770.32,218.71,Beauty & Personal Care,Yes,Medium,7,Southeast,55+
CUST-1351,Dormant,Referral,2020-04-20,2023-06-02,213,5,77.48,66.38,Home & Kitchen,Yes,High,8,West,55+
CUST-1352,At-Risk Churner,Paid Social,2021-02-25,2023-06-13,202,8,376.97,62.82,Apparel,Yes,High,3,Southwest,55+
CUST-1353,Deal Hunter,Email Campaign,2019-08-31,2023-05-28,218,15,149.73,44.24,Beauty & Personal Care,Yes,Low,2,Midwest,35-44
CUST-1354,At-Risk Churner,Organic Search,2020-07-24,2023-03-14,293,8,113.96,58.53,Apparel,No,High,2,Northeast,55+
CUST-1355,Loyal High-Value,Organic Search,2019-01-14,2023-09-08,115,40,1987.63,259.8,Home & Kitchen,Yes,Medium,9,Southwest,45-54
CUST-1356,At-Risk Churner,Organic Search,2019-08-13,2023-12-28,4,3,345.93,63.6,Beauty & Personal Care,Yes,Medium,4,Northeast,25-34
CUST-1357,Deal Hunter,Direct,2023-03-05,2023-04-24,252,8,584.22,70.18,Electronics,Yes,Low,8,Midwest,35-44
CUST-1358,New Customer,Organic Search,2019-03-20,2023-08-10,144,1,111.89,45.18,Sports & Outdoors,Yes,Low,8,Canada,18-24
CUST-1359,Dormant,Direct,2023-11-22,2023-04-23,253,1,71.81,55.18,Apparel,Yes,Medium,2,Southwest,25-34
CUST-1360,Dormant,Influencer,2023-11-29,2023-02-15,320,4,78.04,31.91,Apparel,Yes,Medium,1,Southwest,55+
CUST-1361,At-Risk Churner,Influencer,2022-11-09,2023-05-15,231,3,307.2,43.11,Beauty & Personal Care,No,High,3,Canada,35-44
CUST-1362,New Customer,Direct,2023-11-28,2023-05-30,216,1,134.13,87.26,Beauty & Personal Care,Yes,High,6,West,35-44
CUST-1363,At-Risk Churner,Referral,2023-03-27,2023-05-28,218,5,174.53,57.51,Beauty & Personal Care,Yes,Low,10,Southwest,18-24
CUST-1364,Occasional Buyer,Referral,2020-12-12,2023-12-23,9,10,771.61,116.06,Apparel,Yes,Medium,9,Southwest,25-34
CUST-1365,Loyal High-Value,Organic Search,2023-10-09,2023-07-29,156,21,1389.43,143.02,Sports & Outdoors,Yes,Medium,10,Midwest,45-54
CUST-1366,New Customer,Referral,2019-04-22,2023-05-18,228,2,75.28,40.86,Apparel,Yes,High,0,Midwest,45-54
CUST-1367,New Customer,Organic Search,2020-02-27,2023-11-17,45,1,94.43,33.32,Sports & Outdoors,No,Medium,2,West,55+
CUST-1368,Loyal High-Value,Email Campaign,2023-05-18,2023-12-27,5,35,846.46,175.84,Home & Kitchen,No,Low,10,Northeast,55+
CUST-1369,Occasional Buyer,Referral,2023-09-13,2023-10-02,91,8,498.06,148.52,Apparel,Yes,Low,5,Midwest,45-54
CUST-1370,Occasional Buyer,Influencer,2019-03-15,2023-01-11,355,11,626.67,144.0,Electronics,No,Medium,7,Northeast,25-34
CUST-1371,Deal Hunter,Organic Search,2022-11-10,2023-05-07,239,14,112.12,61.58,Home & Kitchen,No,Low,6,Canada,45-54
CUST-1372,Occasional Buyer,Direct,2021-10-30,2023-12-27,5,7,710.29,57.65,Beauty & Personal Care,Yes,Low,8,West,25-34
CUST-1373,Loyal High-Value,Email Campaign,2023-08-30,2023-11-07,55,35,2094.03,178.22,Home & Kitchen,Yes,High,0,Midwest,35-44
CUST-1374,New Customer,Referral,2022-03-26,2023-08-30,124,1,32.96,97.54,Home & Kitchen,Yes,Low,3,Southwest,55+
CUST-1375,Deal Hunter,Referral,2021-11-03,2023-05-06,240,20,242.21,65.14,Electronics,Yes,High,6,Midwest,55+
CUST-1376,Dormant,Paid Social,2019-02-20,2023-07-23,162,1,106.89,54.67,Beauty & Personal Care,Yes,Medium,9,Northeast,35-44
CUST-1377,Deal Hunter,Paid Social,2019-07-15,2023-10-15,78,9,504.84,78.79,Apparel,Yes,High,3,Northeast,25-34
CUST-1378,New Customer,Organic Search,2023-04-07,2023-04-30,246,2,88.04,87.17,Beauty & Personal Care,Yes,Medium,4,Canada,35-44
CUST-1379,Occasional Buyer,Email Campaign,2021-04-12,2023-01-03,363,3,358.94,106.53,Apparel,No,Medium,8,Southwest,35-44
CUST-1380,Dormant,Direct,2021-11-19,2023-10-12,81,2,84.71,62.53,Electronics,Yes,Medium,1,Southwest,25-34
CUST-1381,Loyal High-Value,Organic Search,2020-02-09,2023-08-13,141,17,1943.87,124.3,Electronics,Yes,Medium,2,Canada,55+
CUST-1382,New Customer,Email Campaign,2021-03-28,2023-01-05,361,1,117.37,63.77,Electronics,Yes,Medium,10,Midwest,55+
CUST-1383,Deal Hunter,Direct,2020-08-17,2023-09-25,98,16,381.91,38.3,Apparel,No,High,5,West,55+
